Quote,Book,Word Count,Topic 1,Purpose,Topic_1_clean,Purpose_clean,word_count,char_count,norm_word_count,norm_char_count,is_short,is_medium,is_long,book
"was it aristotle who said the human soul is composed of reason, will, and desire? no, that was plato. aristotle and plato were as different as mel torm and bing crosby. in any case, things were a lot simpler in the old days, komatsu said. wouldn t it be fun to imagine reason, will, and desire engaged in a fierce debate around a table?",1Q84,63,"Philosophy, simplicity, imagination","Curiosity, playfulness, nostalgia","['philosophy', 'simplicity', 'imagination']","['curiosity', 'playfulness', 'nostalgia']",64,336,0.21333333333333335,0.168,1,0,0,1Q84
"every single day, each time i see her face, see her, its utterly precious.",Kafka on the Shore,14,"love, connection, preciousness","affection, admiration, gratitude","['love', 'connection', 'preciousness']","['affection', 'admiration', 'gratitude']",14,74,0.04666666666666667,0.037,1,0,0,Kafka on the Shore
what you see with your eyes is not necessarily real.,After the Quake,10,"reality, perception, illusion","doubt, introspection, revelation","['reality', 'perception', 'illusion']","['doubt', 'introspection', 'revelation']",10,52,0.03333333333333333,0.026,1,0,0,After the Quake
"i stare at her chest. as she breathes, the rounded peaks move up and down like the swell of waves, somehow reminding me of rain falling softly on a broad stretch of sea. im the lonely voyager standing on deck, and shes the sea. the sky is a blanket of gray, merging with the gray sea off on the horizon. its hard to tell the difference between sea and sky. between voyager and sea. between reality and the workings of the heart.",Kafka on the Shore,82,"loneliness, connection, nature","longing, contemplation, intimacy","['loneliness', 'connection', 'nature']","['longing', 'contemplation', 'intimacy']",82,428,0.2733333333333333,0.214,0,1,0,Kafka on the Shore
"ideas are like beards. men don t have them until they grow up. somebody said that, but i can t remember who. voltaire, the younger man said. he rubbed his chin and smiled, a cheerful, unaffected smile. voltaire might be off the mark, though, when it comes to me. i have hardly any beard at all, but have loved thinking about things since i was a kid. his face was indeed smooth, with no hint of a beard. his eyebrows were narrow, but thick, his ears nicely formed, like lovely seashells. i wonder if what voltaire meant wasn t ideas as much as meditation, tsukuru said. the man inclined his head a fraction. pain is what gives rise to meditation. it has nothing to do with age, let alone beards.",Colorless Tsukuru Tazaki and His Years of Pilgrimage,127,"maturity, growth, self-discovery","humor, self-deprecation, introspection","['maturity', 'growth', 'self-discovery']","['humor', 'self-deprecation', 'introspection']",130,695,0.43333333333333335,0.3475,0,1,0,Colorless Tsukuru Tazaki and His Years of Pilgrimage
"things like that happen all the time in this great big world of ours. it is like taking a boat out on a beautiful lake on a beautiful day and thinking both the sky and the lake are beautiful. things will go where they are supposed to go if you just let them take their natural course. despite your best efforts, people are going to be hurt when it is time for them to be hurt. life is like that.",Norwegian Wood,80,"fate, natural course, beauty","acceptance, tranquility, letting go, trust","['fate', 'natural course', 'beauty']","['acceptance', 'tranquility', 'letting go', 'trust']",80,395,0.26666666666666666,0.1975,0,1,0,Norwegian Wood
"but actually time isnt a straight line. it doesnt ave a shape. in all senses of the term, it doesnt have any form. but since we cant picture something without form in our minds, for the sake of convenience we understand it as a straight line. at this point, humans are the only ones who can make that sort of conceptual substitution.",1Q84,62,"time, perception, reality","perspective, imagination, consciousness","['time', 'perception', 'reality']","['perspective', 'imagination', 'consciousness']",62,333,0.20666666666666667,0.1665,1,0,0,1Q84
i happen to like the strange ones. people who look normal and leads normal lives - they re the ones you have to watch out for.,Kafka on the Shore,25,"normality, deception, hidden truth","suspicion, intrigue, caution","['normality', 'deception', 'hidden truth']","['suspicion', 'intrigue', 'caution']",26,126,0.08666666666666667,0.063,1,0,0,Kafka on the Shore
"like a chinese box, the world of the novel contained smaller worlds, and inside those were yet smaller worlds. together, these worlds made up a single universe, and the universe waited there in the book to be discovered by the reader.",The Elephant Vanishes,41,"nested worlds, discovery, universe","wonder, exploration, curiosity, revelation","['nested worlds', 'discovery', 'universe']","['wonder', 'exploration', 'curiosity', 'revelation']",41,234,0.13666666666666666,0.117,1,0,0,The Elephant Vanishes
the heavy smell of flower petals stroked the walls of my lungs.,The Wind-Up Bird Chronicle,12,"Sensory experience, Intimacy, Nature","Sensuality, Connection, Intrigue, Depth","['sensory experience', 'intimacy', 'nature']","['sensuality', 'connection', 'intrigue', 'depth']",12,63,0.04,0.0315,1,0,0,The Wind-Up Bird Chronicle
"the ground we stand on looks solid enough, but if something happens it can drop right out from under you.",After Dark,20,"instability, uncertainty, vulnerability","fear, realization","['instability', 'uncertainty', 'vulnerability']","['fear', 'realization']",20,105,0.06666666666666667,0.0525,1,0,0,After Dark
"that was the rule. break one of my rules once, and i m bound to break many more.",What I Talk About When I Talk About Running,17,"rules, consequences, boundaries","accountability, escalation, caution","['rules', 'consequences', 'boundaries']","['accountability', 'escalation', 'caution']",18,80,0.06,0.04,1,0,0,What I Talk About When I Talk About Running
"however miserable your situation, there is always something to learn.",Wind/Pinball: Two Novels,10,"resilience, growth, learning","hope, encouragement, empowerment","['resilience', 'growth', 'learning']","['hope', 'encouragement', 'empowerment']",10,69,0.03333333333333333,0.0345,1,0,0,Wind/Pinball: Two Novels
"then i noticed that my shadow was crying too, shedding clear, sharp shadow tears. have you ever seen the shadows of tears, mr. wind-up bird? they re nothing like ordinary shadows. nothing at all. they come here from some other, distant world, especially for our hearts. or maybe not. it struck me then that the tears my shadow was shedding might be the real thing, and the tears that i was shedding were just shadows. you don t get it, i m sure, mr. wind-up bird. when a naked seventeen-year-old girl is shedding tears in the moonlight, anything can happen. it s true.",The Wind-Up Bird Chronicle,99,"shadows, tears, distant world","melancholy, reflection, emotional depth","['shadows', 'tears', 'distant world']","['melancholy', 'reflection', 'emotional depth']",103,568,0.3433333333333333,0.284,0,1,0,The Wind-Up Bird Chronicle
thats evolution. evolutions always hard. hard and bleak. no such thing as happy evolution,Hard-Boiled Wonderland and the End of the World,14,"evolution, hardship, bleakness","melancholy, reflection, inevitability","['evolution', 'hardship', 'bleakness']","['melancholy', 'reflection', 'inevitability']",14,89,0.04666666666666667,0.0445,1,0,0,Hard-Boiled Wonderland and the End of the World
"heres what hurst the most, kafuku said. i didnt truly understand her--or at least some crucial part of her. and it may well end that way now that shes dead and gone. like a small, locked safe lying at the bottom of the ocean. it hurts a lot. tatsuki thought for a moment before speaking. but mr. kafuku, can any of us ever perfectly understand another person? however much we may love them?",,73,"locked safe, bottom of the ocean","understanding, loss, pain, regret","['locked safe', 'bottom of the ocean']","['understanding', 'loss', 'pain', 'regret']",73,390,0.24333333333333335,0.195,1,0,0,
im always tripped up by the eternal who am i?,Sputnik Sweetheart,10,"identity, existential crisis","confusion, introspection","['identity', 'existential crisis']","['confusion', 'introspection']",10,45,0.03333333333333333,0.0225,1,0,0,Sputnik Sweetheart
"why are you staring at me? she d ask. cause you re pretty, i d reply. you re the first one who s ever said that. i m the only one who knows, i d tell her. and believe me, i know.","South of the Border, West of the Sun",35,"beauty, perception, uniqueness","validation, intimacy, confidence","['beauty', 'perception', 'uniqueness']","['validation', 'intimacy', 'confidence']",42,178,0.14,0.089,1,0,0,"South of the Border, West of the Sun"
"in ancient times people werent just male or female, but one of three types male male, male female, or female female. in other words, each person was made out of the components of two people. everyone was happy with this arrangement and never really gave it much thought. but then god took a knife and cut everybody in half, right down the middle. so after that the world was divided just into male and female, the upshot being that people spend their time running around trying to locate their missing other half.",Kafka on the Shore,89,"gender, identity, duality","shock, realization, questioning, revelation","['gender', 'identity', 'duality']","['shock', 'realization', 'questioning', 'revelation']",92,513,0.30666666666666664,0.2565,0,1,0,Kafka on the Shore
